#time, delivered spill, recorded spill, delivered POT, recorded POT, efficiency[%]
2025/12/01/18:40,118694,117271,2.257381956677893e+19,2.056646277694452e+19,91.10758910827585
2025/12/01/18:50,119135,117712,2.265649768434166e+19,2.064914089450725e+19,91.14003930439023
2025/12/01/19:00,119576,118153,2.273921551493844e+19,2.073185872510403e+19,91.17226894430161
2025/12/01/19:10,120017,118594,2.282191970044568e+19,2.081456291061128e+19,91.20425969338939
2025/12/01/19:20,120458,119035,2.290462628166226e+19,2.089726949182786e+19,91.23602033427839
2025/12/01/19:30,120899,119476,2.298732356221668e+19,2.097996677238227e+19,91.26754889754187
2025/12/01/19:40,121341,119918,2.307024960398962e+19,2.106289281415521e+19,91.29893770422289
2025/12/01/19:50,121782,120359,2.315295510125358e+19,2.114559831141917e+19,91.33001907939725
2025/12/01/20:00,122223,120800,2.323566115325783e+19,2.122830436342342e+19,91.36087939743018
2025/12/01/20:10,122664,121241,2.331838944359573e+19,2.131103265376132e+19,91.39152901322815
2025/12/01/20:20,123105,121682,2.340113385276127e+19,2.139377706292686e+19,91.42196783085558
2025/12/01/20:30,123547,122124,2.348407729506285e+19,2.147672050522844e+19,91.45226459352345
2025/12/01/20:40,123988,122565,2.356681347360035e+19,2.155945668376594e+19,91.48227318859608
2025/12/01/20:50,124429,123006,2.364953532776391e+19,2.16421785379295e+19,91.51206667693879
2025/12/01/21:00,124870,123447,2.373228462211416e+19,2.172492783227975e+19,91.54166224703071
2025/12/01/21:10,125311,123888,2.381500770298847e+19,2.180765091315406e+19,91.57104286981813
2025/12/01/21:20,125752,124329,2.389773320124314e+19,2.189037641140873e+19,91.60022093756581
2025/12/01/21:30,126194,124771,2.39806164099048e+19,2.19732596200704e+19,91.62925274512418
2025/12/01/21:40,126386,124963,2.40166407555107e+19,2.200928396567629e+19,91.6418086514709
2025/12/01/21:50,126386,124963,2.40166407555107e+19,2.200928396567629e+19,91.6418086514709
2025/12/01/22:00,126386,124963,2.40166407555107e+19,2.200928396567629e+19,91.6418086514709
2025/12/01/22:10,126386,124963,2.40166407555107e+19,2.200928396567629e+19,91.6418086514709
2025/12/01/22:20,126386,124963,2.40166407555107e+19,2.200928396567629e+19,91.6418086514709
2025/12/01/22:30,126387,124964,2.401668740706191e+19,2.200933061722751e+19,91.6418248869569
2025/12/01/22:40,126387,124964,2.401668740706191e+19,2.200933061722751e+19,91.6418248869569
2025/12/01/22:50,126387,124964,2.401668740706191e+19,2.200933061722751e+19,91.6418248869569
2025/12/01/23:00,126387,124964,2.401668740706191e+19,2.200933061722751e+19,91.6418248869569
2025/12/01/23:10,126387,124964,2.401668740706191e+19,2.200933061722751e+19,91.6418248869569
2025/12/01/23:20,126387,124964,2.401668740706191e+19,2.200933061722751e+19,91.6418248869569
2025/12/01/23:30,126387,124964,2.401668740706191e+19,2.200933061722751e+19,91.6418248869569
2025/12/01/23:40,126387,124964,2.401668740706191e+19,2.200933061722751e+19,91.6418248869569
2025/12/01/23:50,126387,124964,2.401668740706191e+19,2.200933061722751e+19,91.6418248869569
2025/12/02/0:00,126387,124964,2.401668740706191e+19,2.200933061722751e+19,91.6418248869569
2025/12/02/0:10,126387,124964,2.401668740706191e+19,2.200933061722751e+19,91.6418248869569
2025/12/02/0:20,126387,124964,2.401668740706191e+19,2.200933061722751e+19,91.6418248869569
2025/12/02/0:30,126388,124965,2.401673417557233e+19,2.200937738573792e+19,91.64184116308324
2025/12/02/0:40,126390,124967,2.401710965598696e+19,2.200975286615255e+19,91.64197183346742
2025/12/02/0:50,126823,125400,2.409834799813066e+19,2.209099120829626e+19,91.67014772137027
2025/12/02/1:00,127264,125841,2.41811194028522e+19,2.21737626130178e+19,91.69866061040318
2025/12/02/1:10,127705,126282,2.426393634973457e+19,2.225657955990016e+19,91.72699449544852
2025/12/02/1:20,128147,126724,2.434696329583575e+19,2.233960650600135e+19,91.75520673587354
2025/12/02/1:30,128588,127165,2.442981513151733e+19,2.242245834168292e+19,91.78316831696085
2025/12/02/1:40,129029,127606,2.451265319363095e+19,2.250529640379654e+19,91.81093627859111
2025/12/02/1:50,129470,128047,2.459552420823495e+19,2.258816741840054e+19,91.83852812877916
2025/12/02/2:00,129911,128488,2.46783915001387e+19,2.267103471030429e+19,91.86593344293478
2025/12/02/2:10,130353,128930,2.476144897611271e+19,2.27540921862783e+19,91.89321759089746
2025/12/02/2:20,130794,129371,2.484429408303489e+19,2.283693729320049e+19,91.92025024689615
2025/12/02/2:30,131235,129812,2.492718930274981e+19,2.29198325129154e+19,91.94711940662734
2025/12/02/2:40,131676,130253,2.501005104207775e+19,2.300269425224335e+19,91.97379970773684
2025/12/02/2:50,132117,130694,2.509291618005919e+19,2.308555939022479e+19,92.00030488513084
2025/12/02/3:00,132558,131135,2.517579795648337e+19,2.316844116664896e+19,92.02664085045429
2025/12/02/3:10,132999,131576,2.525865207461722e+19,2.325129528478281e+19,92.05279528018984
2025/12/02/3:20,133440,132017,2.534153600914313e+19,2.333417921930872e+19,92.07878800594344
2025/12/02/3:30,133881,132458,2.542443137918811e+19,2.34170745893537e+19,92.10461480968425
2025/12/02/3:40,134322,132899,2.550729348260268e+19,2.349993669276827e+19,92.13026348246814
2025/12/02/3:50,134763,133340,2.559016302856701e+19,2.35828062387326e+19,92.15574833347667
2025/12/02/4:00,135204,133781,2.567305797820645e+19,2.366570118837204e+19,92.18107639713809
2025/12/02/4:10,135513,134090,2.573117984371528e+19,2.372382305388087e+19,92.19873786578545
2025/12/02/4:20,135837,134414,2.579203754617699e+19,2.378468075634258e+19,92.21714536418257
2025/12/02/4:30,136278,134855,2.587485733219977e+19,2.386750054236536e+19,92.24205658774254
2025/12/02/4:40,136622,135199,2.593945872454919e+19,2.393210193471479e+19,92.26137749769374
2025/12/02/4:50,136622,135199,2.593945872454919e+19,2.393210193471479e+19,92.26137749769374
2025/12/02/5:00,136622,135199,2.593945872454919e+19,2.393210193471479e+19,92.26137749769374
2025/12/02/5:10,136622,135199,2.593945872454919e+19,2.393210193471479e+19,92.26137749769374
2025/12/02/5:20,136622,135199,2.593945872454919e+19,2.393210193471479e+19,92.26137749769374
2025/12/02/5:30,136622,135199,2.593945872454919e+19,2.393210193471479e+19,92.26137749769374
2025/12/02/5:40,136622,135199,2.593945872454919e+19,2.393210193471479e+19,92.26137749769374
2025/12/02/5:50,136622,135199,2.593945872454919e+19,2.393210193471479e+19,92.26137749769374
2025/12/02/6:00,136622,135199,2.593945872454919e+19,2.393210193471479e+19,92.26137749769374
2025/12/02/6:10,136622,135199,2.593945872454919e+19,2.393210193471479e+19,92.26137749769374
2025/12/02/6:20,136802,135379,2.597324930513689e+19,2.396589251530248e+19,92.27144526180865
2025/12/02/6:30,137243,135820,2.605607372080651e+19,2.40487169309721e+19,92.29601201108257
2025/12/02/6:40,137684,136261,2.613888329252572e+19,2.413152650269132e+19,92.32041871349416
2025/12/02/6:50,138125,136702,2.622170017682002e+19,2.421434338698561e+19,92.34467339532426
2025/12/02/7:00,138567,137144,2.630469497708417e+19,2.429733818724977e+19,92.3688269657445
2025/12/02/7:10,139008,137585,2.638752228989002e+19,2.438016550005561e+19,92.39278031570439
2025/12/02/7:20,139449,138026,2.647032920754998e+19,2.446297241771557e+19,92.41657791977191
2025/12/02/7:30,139890,138467,2.655317584389394e+19,2.454581905405953e+19,92.44023840449196
2025/12/02/7:40,140331,138908,2.663599172987496e+19,2.462863494004056e+19,92.4637430053601
2025/12/02/7:50,140773,139350,2.6718982459928e+19,2.471162567009359e+19,92.48715106256401
2025/12/02/8:00,141214,139791,2.680179070944202e+19,2.479443391960761e+19,92.51036316343134
2025/12/02/8:10,141655,140232,2.688462907763348e+19,2.487727228779907e+19,92.53344063614247
2025/12/02/8:20,142096,140673,2.696747639100439e+19,2.496011960116998e+19,92.55637879967141
2025/12/02/8:30,142492,141069,2.704186378274012e+19,2.503450699290571e+19,92.57685488706724
2025/12/02/8:40,142933,141510,2.712463660547094e+19,2.511727981563653e+19,92.59950716010871
2025/12/02/8:50,143375,141952,2.720760627494766e+19,2.520024948511325e+19,92.62207498319044
2025/12/02/9:00,143816,142393,2.729037722385455e+19,2.528302043402014e+19,92.64445202289188
2025/12/02/9:10,144257,142834,2.737315705008993e+19,2.536580026025552e+19,92.66669611341811
2025/12/02/9:20,144698,143275,2.745592316360399e+19,2.544856637376958e+19,92.68880242025374
2025/12/02/9:30,145139,143716,2.753869472728524e+19,2.553133793745083e+19,92.71077729096024
2025/12/02/9:40,145580,144157,2.76214932936558e+19,2.561413650382139e+19,92.73262756472525
2025/12/02/9:50,146022,144599,2.770446678670639e+19,2.569710999687198e+19,92.75439298186525
2025/12/02/10:00,146463,145040,2.778725763416964e+19,2.577990084433523e+19,92.77598093247609
2025/12/02/10:10,146904,145481,2.78700554810225e+19,2.586269869118809e+19,92.79744243350619
2025/12/02/10:20,147345,145922,2.795284574135493e+19,2.594548895152053e+19,92.81877484529377
2025/12/02/10:30,147786,146363,2.803564682004574e+19,2.602829003021133e+19,92.83998402919269
2025/12/02/10:40,148228,146805,2.811862764299537e+19,2.611127085316096e+19,92.86111393727829
2025/12/02/10:50,148669,147246,2.820139710008238e+19,2.619404031024798e+19,92.88206615186259
2025/12/02/11:00,149110,147687,2.828423001824858e+19,2.627687322841417e+19,92.90291166300341
2025/12/02/11:10,149551,148128,2.836701225297662e+19,2.635965546314221e+19,92.9236227913859
2025/12/02/11:20,149992,148569,2.844983228132823e+19,2.644247549149382e+19,92.94422276383033
2025/12/02/11:30,150433,149010,2.853264455259018e+19,2.652528776275577e+19,92.96470123498531
2025/12/02/11:40,150875,149452,2.861561978382706e+19,2.660826299399265e+19,92.98510112659197
2025/12/02/11:50,151316,149893,2.869842358597616e+19,2.669106679614176e+19,93.00534127311674
2025/12/02/12:00,151757,150334,2.878124741414087e+19,2.677389062430647e+19,93.0254698104289
2025/12/02/12:10,152198,150775,2.886406314572853e+19,2.685670635589412e+19,93.04548088153879
2025/12/02/12:20,152639,151216,2.894687728380998e+19,2.693952049397557e+19,93.06537706933547
2025/12/02/12:30,153080,151657,2.902969664149402e+19,2.702233985165961e+19,93.08516098316659
2025/12/02/12:40,153522,152099,2.911271755010373e+19,2.710536076026932e+19,93.10488007043762
2025/12/02/12:50,153963,152540,2.919552761349788e+19,2.718817082366347e+19,93.12443735763709
2025/12/02/13:00,154404,152981,2.927835002959989e+19,2.727099323976548e+19,93.1438869068612
2025/12/02/13:10,154845,153422,2.936118339589254e+19,2.735382660605814e+19,93.1632292787108
2025/12/02/13:20,155286,153863,2.944398542992863e+19,2.743662864009422e+19,93.182455565971
2025/12/02/13:30,155728,154305,2.952698286847606e+19,2.751962607864166e+19,93.201619011411
2025/12/02/13:40,156169,154746,2.960977050637867e+19,2.760241371654427e+19,93.22062699066859
2025/12/02/13:50,156169,154746,2.960977050637867e+19,2.760241371654427e+19,93.22062699066859
2025/12/02/14:00,156169,154746,2.960977050637867e+19,2.760241371654427e+19,93.22062699066859
2025/12/02/14:10,156169,154746,2.960977050637867e+19,2.760241371654427e+19,93.22062699066859
2025/12/02/14:20,156169,154746,2.960977050637867e+19,2.760241371654427e+19,93.22062699066859
2025/12/02/14:30,156169,154746,2.960977050637867e+19,2.760241371654427e+19,93.22062699066859
2025/12/02/14:40,156169,154746,2.960977050637867e+19,2.760241371654427e+19,93.22062699066859
2025/12/02/14:50,156169,154746,2.960977050637867e+19,2.760241371654427e+19,93.22062699066859
2025/12/02/15:00,156346,154923,2.964302256101479e+19,2.763566577118038e+19,93.2282317509875
2025/12/02/15:10,156787,155364,2.972586992340358e+19,2.771851313356917e+19,93.24710497957879
2025/12/02/15:20,157228,155805,2.980871766295904e+19,2.780136087312463e+19,93.26587338465487
2025/12/02/15:30,157670,156247,2.989177518126901e+19,2.78844183914346e+19,93.28458488108706
2025/12/02/15:40,158111,156688,2.99746455773708e+19,2.79672887875364e+19,93.303150875786
2025/12/02/15:50,158552,157129,3.005750738124757e+19,2.805015059141316e+19,93.32161258625601
2025/12/02/16:00,158993,157570,3.014035996681219e+19,2.813300317697778e+19,93.33997075003508
2025/12/02/16:10,159434,158011,3.022321093860556e+19,2.821585414877115e+19,93.35822790665065
2025/12/02/16:20,159548,158125,3.024462575186691e+19,2.82372689620325e+19,93.36293063665865
2025/12/02/16:30,159548,158125,3.024462575186691e+19,2.82372689620325e+19,93.36293063665865
2025/12/02/16:40,159548,158125,3.024462575186691e+19,2.82372689620325e+19,93.36293063665865
2025/12/02/16:50,159932,158507,3.031678075207782e+19,2.830904743434285e+19,93.37748511573952
2025/12/02/17:00,160373,158948,3.039964156423292e+19,2.839190824649795e+19,93.39553621547567
2025/12/02/17:10,160814,159389,3.048250455840524e+19,2.847477124067027e+19,93.41348964981502
2025/12/02/17:20,161256,159831,3.056551374479299e+19,2.855778042705802e+19,93.4313771576079
2025/12/02/17:30,161697,160272,3.064834845323339e+19,2.864061513549842e+19,93.44913047827491
2025/12/02/17:40,162138,160713,3.073120558837803e+19,2.872347227064306e+19,93.46679285991222
2025/12/02/17:50,162579,161154,3.081401304657602e+19,2.880627972884105e+19,93.48434975119847
2025/12/02/18:00,163020,161595,3.089682358825549e+19,2.888909027052052e+19,93.50181318153965
2025/12/02/18:10,163460,162035,3.097947478086088e+19,2.897174146312591e+19,93.51914991478375
2025/12/02/18:20,163902,162477,3.106248931694204e+19,2.905475599920707e+19,93.5364699936012
2025/12/02/18:30,164087,162662,3.109725766382928e+19,2.908952434609431e+19,93.54369655537099
2025/12/02/18:40,164522,163097,3.117888077732363e+19,2.917114745958866e+19,93.56059849590498
2025/12/02/18:50,164963,163538,3.126159351065604e+19,2.925386019292107e+19,93.57763603109164
2025/12/02/19:00,165404,163979,3.134438339162896e+19,2.933665007389399e+19,93.59459941307645
2025/12/02/19:10,165846,164421,3.142731914849724e+19,2.941958583076227e+19,93.61150307397132
2025/12/02/19:20,166287,164862,3.151008005726886e+19,2.950234673953389e+19,93.62828239697912
2025/12/02/19:30,166728,165303,3.159284871738993e+19,2.958511539965496e+19,93.64497536865096
2025/12/02/19:40,167169,165744,3.167561860285432e+19,2.966788528511935e+19,93.66158134776238
2025/12/02/19:50,167610,166185,3.175840581631384e+19,2.975067249857887e+19,93.67810421799061
2025/12/02/20:00,168051,166626,3.184120768757189e+19,2.983347436983692e+19,93.69454407183613
2025/12/02/20:10,168493,167068,3.192416854294029e+19,2.991643522520532e+19,93.71092996506887
2025/12/02/20:20,168891,167466,3.199889949006632e+19,2.999116617233135e+19,93.72561760019826
2025/12/02/20:30,169332,167907,3.208166622618465e+19,3.007393290844968e+19,93.74180473177455
2025/12/02/20:40,169773,168348,3.216448678672835e+19,3.015675346899338e+19,93.75791900225998
2025/12/02/20:50,170214,168789,3.224731184231327e+19,3.02395785245783e+19,93.77395136824855
2025/12/02/21:00,170655,169230,3.23301135410543e+19,3.032238022331933e+19,93.78989710263326
2025/12/02/21:10,171097,169672,3.241310101185806e+19,3.040536769412309e+19,93.80579686898685
2025/12/02/21:20,171538,170113,3.249591087180233e+19,3.048817755406736e+19,93.82158165790287
2025/12/02/21:30,171979,170554,3.257872778361112e+19,3.057099446587615e+19,93.83728753599468
2025/12/02/21:40,172420,170995,3.266155469632804e+19,3.065382137859307e+19,93.85291564837638
2025/12/02/21:50,172861,171436,3.274437043960258e+19,3.073663712186761e+19,93.86846260660818
2025/12/02/22:00,173303,171878,3.282742563824538e+19,3.081969232051041e+19,93.88397573461906
2025/12/02/22:10,173744,172319,3.291027800511284e+19,3.090254468737787e+19,93.89937296359801
2025/12/02/22:20,174185,172760,3.299309413477717e+19,3.09853608170422e+19,93.91468617786087
2025/12/02/22:30,174626,173201,3.307588244306354e+19,3.106814912532857e+19,93.92991760328371
2025/12/02/22:40,175067,173642,3.315871012870189e+19,3.115097681096693e+19,93.94508016161613
2025/12/02/22:50,175508,174083,3.324154467693134e+19,3.123381135919637e+19,93.96016840598783
2025/12/02/23:00,175950,174525,3.332455092170555e+19,3.131681760397058e+19,93.97521268192918
2025/12/02/23:10,176327,174902,3.339533367385346e+19,3.138760035611849e+19,93.98798246083433
2025/12/02/23:20,176768,175343,3.347810539768126e+19,3.147037207994629e+19,94.00284665489455
2025/12/02/23:30,177209,175784,3.35609061961705e+19,3.155317287843553e+19,94.01764271203122
2025/12/02/23:40,177650,176225,3.364367239082205e+19,3.163593907308708e+19,94.03235980183103
2025/12/02/23:50,178091,176666,3.372652597054629e+19,3.171879265281132e+19,94.04702008298055
2025/12/03/0:00,178533,177108,3.380953815024845e+19,3.180180483251348e+19,94.06163636778275
2025/12/03/0:10,178974,177549,3.389235653383149e+19,3.188462321609652e+19,94.07614718164893
2025/12/03/0:20,179415,177990,3.397515200772964e+19,3.196741868999467e+19,94.0905832672119
2025/12/03/0:30,179856,178431,3.405802214977699e+19,3.205028883204202e+19,94.10496208821064
2025/12/03/0:40,180297,178872,3.41408739467344e+19,3.213314062899943e+19,94.11926794590151
2025/12/03/0:50,180739,179314,3.422388943418781e+19,3.221615611645284e+19,94.13353259688435
2025/12/03/1:00,181180,179755,3.430670912683152e+19,3.229897580909655e+19,94.14769481295218
2025/12/03/1:10,181621,180196,3.438951963118009e+19,3.238178631344512e+19,94.1617872559214
2025/12/03/1:20,182062,180637,3.447236460234859e+19,3.246463128461362e+19,94.17581781553163
2025/12/03/1:30,182503,181078,3.455515351702458e+19,3.254742019928961e+19,94.18977167401151
2025/12/03/1:40,182944,181519,3.463799503098902e+19,3.263026171325405e+19,94.20366763163184
2025/12/03/1:50,183386,181961,3.472099970707547e+19,3.27132663893405e+19,94.21752445300176
2025/12/03/2:00,183827,182402,3.480384334063678e+19,3.279611002290181e+19,94.23128848706558
2025/12/03/2:10,184268,182843,3.488666618558055e+19,3.287893286784558e+19,94.24498372227723
2025/12/03/2:20,184709,183284,3.496949290483173e+19,3.296175958709676e+19,94.2586147211258
2025/12/03/2:30,185150,183725,3.505231058852992e+19,3.304457727079495e+19,94.27217982488163
2025/12/03/2:40,185591,184166,3.513514546408256e+19,3.312741214634759e+19,94.28568377555914
2025/12/03/2:50,186033,184608,3.521816511422314e+19,3.321043179648818e+19,94.29915411202349
2025/12/03/3:00,186474,185049,3.530095996754222e+19,3.329322664980725e+19,94.31252487303179
2025/12/03/3:10,186915,185490,3.538373715892562e+19,3.337600384119065e+19,94.32583022896293
2025/12/03/3:20,187356,185931,3.546657229594988e+19,3.345883897821491e+19,94.33908272561135
2025/12/03/3:30,187797,186372,3.554938852470764e+19,3.354165520697267e+19,94.35227045793052
2025/12/03/3:40,188239,186814,3.563239108053935e+19,3.362465776280438e+19,94.36542635267749
